regimen_id,disease_key,disease_name,ICD10,complaint_key,role,tier,default_row,product_id,drug_name,composition,BDS,sig,duration,dispense,caution,side_effect,clinical_readiness,fast_mode_allowed,evidence_status,source_status,blocked_reason,missing_requirements,next_action,old_runtime_status,source_runtime_path,coverage_id,source_pack_id,final_verification_status,final_clinical_readiness,final_fast_mode_allowed,final_rx_role,source_ids,source_titles,source_urls,source_organizations,source_years,source_sections,source_snippets_short,evidence_claim_ids,disease_strategy_verified,drug_class_verified,generic_verified,product_label_verified,product_match_verified,dose_verified,pediatric_verified,antibiotic_criteria_verified,no_antibiotic_verified,red_flag_verified,exact_evidence_missing,exact_block_reason,exact_next_action,can_show_in_main_builder,can_show_in_peds_page,can_show_in_swaps,catalog_only_reason,pediatric_unlock_status,antibiotic_unlock_status,antiviral_unlock_status,clinical_readiness_refreshed,refresh_action,refresh_reason,remaining_source_gap
FRM0002,uri_wet_cough_adult,Acute viral URI with productive cough,,CI0003,RX NOW,RX3,True,BDS002655,Mucolid [Ambroxol HCl 30 mg.],Ambroxol HCl 30 mg.,BDS002655,1 tab PO TID–QID,3 days,1 strip (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[2].r[0].m[2],coverage_2c5162231aa0,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0002,uri_wet_cough_adult,Acute viral URI with productive cough,,CI0003,SWAP,SWAP1,True,BDS002901,Nac Long [Acetylcysteine 600 mg.],Acetylcysteine 600 mg.,BDS002901,1 eff tab PO OD,5 days,1 tube (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[2].r[0].m[3],coverage_cde0511544c4,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,true,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0002,uri_wet_cough_adult,Acute viral URI with productive cough,,CI0004,RX NOW,RX1,True,BDS003762,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN fever/pain,3 days,1 strip (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[3].r[0].m[0],coverage_edf8bfafd9fa,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,claim_3bc0b328a5a1,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0002,uri_wet_cough_adult,Acute viral URI with productive cough,,CI0004,RX NOW,RX2,True,BDS045630,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,BDS045630,1 tab PO q4–6h,3–5 days,1 strip (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[3].r[0].m[1],coverage_80a5276b7004,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0002,uri_wet_cough_adult,Acute viral URI with productive cough,,CI0004,RX NOW,RX3,True,BDS002655,Mucolid [Ambroxol HCl 30 mg.],Ambroxol HCl 30 mg.,BDS002655,1 tab PO TID–QID,3 days,1 strip (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[3].r[0].m[2],coverage_3edaf652b916,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0002,uri_wet_cough_adult,Acute viral URI with productive cough,,CI0004,SWAP,SWAP1,True,BDS002901,Nac Long [Acetylcysteine 600 mg.],Acetylcysteine 600 mg.,BDS002901,1 eff tab PO OD,5 days,1 tube (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[3].r[0].m[3],coverage_8a3faeab05b9,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,true,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0003,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,CI0005,RX NOW,RX1,True,BDS003762,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN fever/pain,3 days,1 strip (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[4].r[0].m[0],coverage_d4f3768549d2,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,claim_3bc0b328a5a1,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0003,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,CI0005,RX NOW,RX2,True,BDS004213,Zyrtec [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride 10 mg.,BDS004213,1 tab PO OD,5 days,1 box (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[4].r[0].m[1],coverage_8f8b744d2280,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0003,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,CI0005,RX NOW,RX3,True,BDS008282,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,BDS008282,1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,1 box (5 sachets),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[4].r[0].m[2],coverage_ad34506c1c0d,uri_sore_throat_cough,blocked_source_missing,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,product manual review; verified guideline source,attach accepted source evidence,true,false,false,,not_applicable,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,product manual review; verified guideline source,true
FRM0003,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,CI0005,RX NOW,RX4,True,BDS001248,Bioflor [Lyophilized Saccharomyces boulardii 250 mg.],Lyophilized Saccharomyces boulardii 250 mg.,BDS001248,1 sachet PO BID,3 days,6 sachets,,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[4].r[0].m[3],coverage_5426448a3973,uri_sore_throat_cough,blocked_source_missing,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,product manual review; verified guideline source,attach accepted source evidence,true,false,false,,not_applicable,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,product manual review; verified guideline source,true
FRM0003,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,CI0005,SWAP,SWAP1,True,BDS042304,Dehecta [Dioctahedral Smectite 3 g./20 ml.],Dioctahedral Smectite 3 g./20 ml.,BDS042304,1 sachet PO TID–QID,2 days,6 sachets,,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[4].r[0].m[4],coverage_fab28dfee783,uri_sore_throat_cough,blocked_source_missing,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,product manual review; verified guideline source,attach accepted source evidence,true,false,true,,not_applicable,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,product manual review; verified guideline source,true
FRM0003,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,CI0005,SWAP,SWAP2,True,BDS043842,Hidrasec 100 mg. [Racecadotril 100 mg.],Racecadotril 100 mg.,BDS043842,1 cap PO q8h,2–3 days,1 box (10 caps),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[4].r[0].m[5],coverage_ff048f19f1f2,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,true,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0003,uri_diarrhea_adult,Acute viral URI with acute infectious diarrhea,,CI0005,SWAP,SWAP3,True,BDS045630,Nasotapp [Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.],Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,BDS045630,1 tab PO q4–6h,3–5 days,1 strip (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[4].r[0].m[6],coverage_e6b574c585a8,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,true,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,,CI0006,RX NOW,RX1,True,BDS008282,Cera ORS รสส้ม [Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.],Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,BDS008282,1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,1 box (5 sachets),,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[5].r[0].m[0],coverage_de9668277072,gi_dyspepsia_constipation,blocked_source_missing,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,product manual review; verified guideline source,attach accepted source evidence,true,false,false,,not_applicable,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,product manual review; verified guideline source,true
FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,,CI0006,RX NOW,RX2,True,BDS001248,Bioflor [Lyophilized Saccharomyces boulardii 250 mg.],Lyophilized Saccharomyces boulardii 250 mg.,BDS001248,1 sachet PO BID,3 days,6 sachets,,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[5].r[0].m[1],coverage_2f266f31419c,gi_dyspepsia_constipation,blocked_source_missing,blocked,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,product manual review; verified guideline source,attach accepted source evidence,true,false,false,,not_applicable,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,product manual review; verified guideline source,true
FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,,CI0006,SWAP,SWAP1,True,BDS042304,Dehecta [Dioctahedral Smectite 3 g./20 ml.],Dioctahedral Smectite 3 g./20 ml.,BDS042304,1 sachet PO TID–QID,2 days,6 sachets,,,manual_review_required,False,pending_source_collection,pending_manual_review,product manual review; verified guideline source,product manual review; verified guideline source,attach accepted source evidence,pending_source_collection,data/core/app_seed_runtime.json:cp[5].r[0].m[2],coverage_fe9a8e1bcf90,gi_dyspepsia_constipation,blocked_source_missing,blocked,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,product manual review; verified guideline source,attach accepted source evidence,true,false,true,,not_applicable,not_applicable,not_applicable,blocked,keep_blocked_or_manual_review,product manual review; verified guideline source,true
FRM0004,acute_watery_diarrhea_adult,Acute infectious diarrhea / viral gastroenteritis,,CI0006,SWAP,SWAP2,True,BDS043842,Hidrasec 100 mg. [Racecadotril 100 mg.],Racecadotril 100 mg.,BDS043842,1 cap PO q8h,2–3 days,1 box (10 caps),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[5].r[0].m[3],coverage_268a82cd1a3a,gi_dyspepsia_constipation,usable_with_warning_source_partial,usable_with_warning,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,true,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0005,uri_rash_adult,Acute viral URI with viral/allergic rash,,CI0007,RX NOW,RX1,True,BDS003762,Tylenol 500 mg strip 10s [Paracetamol 500 mg.],Paracetamol 500 mg.,BDS003762,1–2 tabs PO q4–6h PRN fever/pain,3 days,1 strip (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[6].r[0].m[0],coverage_19cf4d651bb9,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,claim_3bc0b328a5a1,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0005,uri_rash_adult,Acute viral URI with viral/allergic rash,,CI0007,RX NOW,RX2,True,BDS004213,Zyrtec [Cetirizine dihydrochloride 10 mg.],Cetirizine dihydrochloride 10 mg.,BDS004213,1 tab PO OD,5 days,1 box (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[6].r[0].m[1],coverage_3c2f0a960232,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0005,uri_rash_adult,Acute viral URI with viral/allergic rash,,CI0007,RX NOW,RX3,True,BDS006745,Antergan Cream [Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g],Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,BDS006745,apply thinly BID–TID to itchy rash,5 days,1 tube (10 g),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[6].r[0].m[2],coverage_7c141ddfc2e2,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,RX NOW,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,false,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
FRM0005,uri_rash_adult,Acute viral URI with viral/allergic rash,,CI0007,SWAP,SWAP1,True,BDS003747,Telfast 180 mg [Fexofenadine HCl 180 mg.],Fexofenadine HCl 180 mg.,BDS003747,1 tab PO OD,5 days,1 box (10 tabs),,,usable_with_warning,True,pending_source_collection,source_gap,,verified guideline source,attach accepted source before marking ready,pending_source_collection,data/core/app_seed_runtime.json:cp[6].r[0].m[3],coverage_a3fcf7b121c8,uri_sore_throat_cough,usable_with_warning_source_partial,usable_with_warning,false,SWAP,,,,,,,,,,,,,,,,,,,disease_strategy_source,low-risk/supportive row has partial or pending source context,attach accepted source before marking ready,true,false,true,,not_applicable,not_applicable,not_applicable,usable_with_warning,keep_warning_source_gap,low-risk/supportive row has partial or pending source context,true
