disease_id,display_name,complaints,regimen_ids,manual_review,source_runtime_path
allergic_conjunctivitis_adult,allergic_conjunctivitis_adult,"{""complaint"": ""allergic conjunctivitis"", ""complaint_id"": ""CI0086"", ""disease_id"": ""allergic_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""itchy red eye allergy"", ""complaint_id"": ""CI0087"", ""disease_id"": ""allergic_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""itchy watery eyes"", ""complaint_id"": ""CI0088"", ""disease_id"": ""allergic_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0032,True,data/core/opd_fast_index.json:index[10]
allergic_rhinitis,allergic rhinitis,"{""complaint"": ""allergic rhinitis"", ""complaint_id"": ""CMP_ALLERGIC_RHINITIS"", ""disease_id"": ""allergic_rhinitis"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[11]
allergic_rhinitis_adult,allergic_rhinitis_adult,"{""complaint"": ""allergic rhinitis"", ""complaint_id"": ""CI0001"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""runny nose"", ""complaint_id"": ""CI0002"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""runny nose allergy"", ""complaint_id"": ""CI0011"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sneezing"", ""complaint_id"": ""CI0012"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""itchy nose"", ""complaint_id"": ""CI0013"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""blocked nose"", ""complaint_id"": ""CI0014"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}; {""complaint"": ""nasal congestion"", ""complaint_id"": ""CI0015"", ""disease_id"": ""allergic_rhinitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0001,True,data/core/opd_fast_index.json:index[12]
allergic_rhinitis_congestion_adult,allergic_rhinitis_congestion_adult,"{""complaint"": ""allergic rhinitis with congestion"", ""complaint_id"": ""CI0113"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""blocked nose allergy"", ""complaint_id"": ""CI0114"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""allergy nose blocked"", ""complaint_id"": ""CI0115"", ""disease_id"": ""allergic_rhinitis_congestion_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0041,True,data/core/opd_fast_index.json:index[13]
allergic_rhinitis_peds,allergic_rhinitis_peds,"{""complaint"": ""allergic rhinitis child"", ""complaint_id"": ""CI0248"", ""disease_id"": ""allergic_rhinitis_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""child allergic rhinitis"", ""complaint_id"": ""CI0249"", ""disease_id"": ""allergic_rhinitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""runny nose allergy child"", ""complaint_id"": ""CI0250"", ""disease_id"": ""allergic_rhinitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0086,True,data/core/opd_fast_index.json:index[14]
animal_bite,animal bite,"{""complaint"": ""animal bite"", ""complaint_id"": ""CMP_ANIMAL_BITE"", ""disease_id"": ""animal_bite"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[15]
aphthous_ulcer,aphthous ulcer,"{""complaint"": ""aphthous ulcer"", ""complaint_id"": ""CMP_APHTHOUS_ULCER"", ""disease_id"": ""aphthous_ulcer"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[16]
aphthous_ulcer_pain_adult,aphthous_ulcer_pain_adult,"{""complaint"": ""aphthous ulcer"", ""complaint_id"": ""CI0176"", ""disease_id"": ""aphthous_ulcer_pain_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""painful mouth ulcer"", ""complaint_id"": ""CI0177"", ""disease_id"": ""aphthous_ulcer_pain_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""canker sore"", ""complaint_id"": ""CI0178"", ""disease_id"": ""aphthous_ulcer_pain_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0062,True,data/core/opd_fast_index.json:index[17]
bacterial_conjunctivitis,bacterial conjunctivitis,"{""complaint"": ""bacterial conjunctivitis"", ""complaint_id"": ""CMP_BACTERIAL_CONJUNCTIVITIS"", ""disease_id"": ""bacterial_conjunctivitis"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[18]
bacterial_conjunctivitis_adult,bacterial_conjunctivitis_adult,"{""complaint"": ""bacterial conjunctivitis"", ""complaint_id"": ""CI0266"", ""disease_id"": ""bacterial_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sticky eye discharge"", ""complaint_id"": ""CI0267"", ""disease_id"": ""bacterial_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""purulent red eye"", ""complaint_id"": ""CI0268"", ""disease_id"": ""bacterial_conjunctivitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0092,True,data/core/opd_fast_index.json:index[19]
bacterial_conjunctivitis_peds,bacterial_conjunctivitis_peds,"{""complaint"": ""bacterial conjunctivitis child"", ""complaint_id"": ""CI0269"", ""disease_id"": ""bacterial_conjunctivitis_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sticky eye child"", ""complaint_id"": ""CI0270"", ""disease_id"": ""bacterial_conjunctivitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""purulent eye discharge child"", ""complaint_id"": ""CI0271"", ""disease_id"": ""bacterial_conjunctivitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0093,True,data/core/opd_fast_index.json:index[20]
bacterial_eyelid_infection_adult,bacterial_eyelid_infection_adult,"{""complaint"": ""stye bacterial"", ""complaint_id"": ""CI0272"", ""disease_id"": ""bacterial_eyelid_infection_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eyelid infection"", ""complaint_id"": ""CI0273"", ""disease_id"": ""bacterial_eyelid_infection_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""infected stye"", ""complaint_id"": ""CI0274"", ""disease_id"": ""bacterial_eyelid_infection_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0094,True,data/core/opd_fast_index.json:index[21]
bacterial_eyelid_infection_peds,bacterial_eyelid_infection_peds,"{""complaint"": ""stye child"", ""complaint_id"": ""CI0275"", ""disease_id"": ""bacterial_eyelid_infection_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""eyelid infection child"", ""complaint_id"": ""CI0276"", ""disease_id"": ""bacterial_eyelid_infection_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""infected stye child"", ""complaint_id"": ""CI0277"", ""disease_id"": ""bacterial_eyelid_infection_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0095,True,data/core/opd_fast_index.json:index[22]
bacterial_pharyngitis_adult,bacterial_pharyngitis_adult,"{""complaint"": ""bacterial sore throat"", ""complaint_id"": ""CI0092"", ""disease_id"": ""bacterial_pharyngitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""tonsillitis"", ""complaint_id"": ""CI0093"", ""disease_id"": ""bacterial_pharyngitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""bacterial pharyngitis"", ""complaint_id"": ""CI0094"", ""disease_id"": ""bacterial_pharyngitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0034,True,data/core/opd_fast_index.json:index[23]
bacterial_pharyngitis_alt_adult,bacterial_pharyngitis_alt_adult,"{""complaint"": ""pharyngitis alternative antibiotic"", ""complaint_id"": ""CI0332"", ""disease_id"": ""bacterial_pharyngitis_alt_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""roxi sore throat antibiotic"", ""complaint_id"": ""CI0333"", ""disease_id"": ""bacterial_pharyngitis_alt_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""bacterial throat alternative antibiotic"", ""complaint_id"": ""CI0334"", ""disease_id"": ""bacterial_pharyngitis_alt_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0114,True,data/core/opd_fast_index.json:index[24]
bacterial_pharyngitis_peds,bacterial_pharyngitis_peds,"{""complaint"": ""bacterial sore throat child"", ""complaint_id"": ""CI0281"", ""disease_id"": ""bacterial_pharyngitis_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""tonsillitis child bacterial"", ""complaint_id"": ""CI0282"", ""disease_id"": ""bacterial_pharyngitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""exudative throat child"", ""complaint_id"": ""CI0283"", ""disease_id"": ""bacterial_pharyngitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0097,True,data/core/opd_fast_index.json:index[25]
bacterial_sinusitis_adult,bacterial_sinusitis_adult,"{""complaint"": ""sinusitis"", ""complaint_id"": ""CI0089"", ""disease_id"": ""bacterial_sinusitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""bacterial sinusitis"", ""complaint_id"": ""CI0090"", ""disease_id"": ""bacterial_sinusitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sinus infection"", ""complaint_id"": ""CI0091"", ""disease_id"": ""bacterial_sinusitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0033,True,data/core/opd_fast_index.json:index[26]
bacterial_sinusitis_alt_adult,bacterial_sinusitis_alt_adult,"{""complaint"": ""sinusitis alternative antibiotic"", ""complaint_id"": ""CI0329"", ""disease_id"": ""bacterial_sinusitis_alt_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""roxi sinusitis"", ""complaint_id"": ""CI0330"", ""disease_id"": ""bacterial_sinusitis_alt_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sinus infection alternative antibiotic"", ""complaint_id"": ""CI0331"", ""disease_id"": ""bacterial_sinusitis_alt_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0113,True,data/core/opd_fast_index.json:index[27]
bacterial_sinusitis_peds,bacterial_sinusitis_peds,"{""complaint"": ""bacterial sinusitis child"", ""complaint_id"": ""CI0278"", ""disease_id"": ""bacterial_sinusitis_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""sinus infection child"", ""complaint_id"": ""CI0279"", ""disease_id"": ""bacterial_sinusitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""purulent sinus child"", ""complaint_id"": ""CI0280"", ""disease_id"": ""bacterial_sinusitis_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0096,True,data/core/opd_fast_index.json:index[28]
bacterial_skin_infection_topical_adult,bacterial_skin_infection_topical_adult,"{""complaint"": ""topical skin antibiotic"", ""complaint_id"": ""CI0320"", ""disease_id"": ""bacterial_skin_infection_topical_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""topical bacterial skin support"", ""complaint_id"": ""CI0321"", ""disease_id"": ""bacterial_skin_infection_topical_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""localized bacterial skin lesion"", ""complaint_id"": ""CI0322"", ""disease_id"": ""bacterial_skin_infection_topical_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0110,True,data/core/opd_fast_index.json:index[29]
bacterial_skin_infection_topical_peds,bacterial_skin_infection_topical_peds,"{""complaint"": ""skin infection child topical"", ""complaint_id"": ""CI0317"", ""disease_id"": ""bacterial_skin_infection_topical_peds"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""topical skin antibiotic child"", ""complaint_id"": ""CI0318"", ""disease_id"": ""bacterial_skin_infection_topical_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""localized skin infection child"", ""complaint_id"": ""CI0319"", ""disease_id"": ""bacterial_skin_infection_topical_peds"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0109,True,data/core/opd_fast_index.json:index[30]
burn_aftercare_minor_adult,burn_aftercare_minor_adult,"{""complaint"": ""burn aftercare"", ""complaint_id"": ""CI0107"", ""disease_id"": ""burn_aftercare_minor_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""burn follow up"", ""complaint_id"": ""CI0108"", ""disease_id"": ""burn_aftercare_minor_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""healing burn"", ""complaint_id"": ""CI0109"", ""disease_id"": ""burn_aftercare_minor_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0039,True,data/core/opd_fast_index.json:index[31]
cellulitis_mild_adult,cellulitis_mild_adult,"{""complaint"": ""mild cellulitis"", ""complaint_id"": ""CI0296"", ""disease_id"": ""cellulitis_mild_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""localized cellulitis"", ""complaint_id"": ""CI0297"", ""disease_id"": ""cellulitis_mild_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""skin infection cellulitis"", ""complaint_id"": ""CI0298"", ""disease_id"": ""cellulitis_mild_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0102,True,data/core/opd_fast_index.json:index[32]
common_cold_adult,common_cold_adult,"{""complaint"": ""common cold"", ""complaint_id"": ""CI0036"", ""disease_id"": ""common_cold_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""cold"", ""complaint_id"": ""CI0037"", ""disease_id"": ""common_cold_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""viral uri"", ""complaint_id"": ""CI0038"", ""disease_id"": ""common_cold_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0015,True,data/core/opd_fast_index.json:index[33]
constipation,constipation,"{""complaint"": ""constipation"", ""complaint_id"": ""CMP_CONSTIPATION"", ""disease_id"": ""constipation"", ""manual_review"": true, ""match_type"": ""required_pattern"", ""priority"": 1, ""source_status"": ""missing_verified_source""}",,True,data/core/opd_fast_index.json:index[34]
contact_dermatitis_adult,contact_dermatitis_adult,"{""complaint"": ""contact dermatitis"", ""complaint_id"": ""CI0155"", ""disease_id"": ""contact_dermatitis_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""irritant dermatitis"", ""complaint_id"": ""CI0156"", ""disease_id"": ""contact_dermatitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""allergic contact rash"", ""complaint_id"": ""CI0157"", ""disease_id"": ""contact_dermatitis_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0055,True,data/core/opd_fast_index.json:index[35]
contact_lens_dry_eye_support_adult,contact_lens_dry_eye_support_adult,"{""complaint"": ""contact lens dry eye"", ""complaint_id"": ""CI0197"", ""disease_id"": ""contact_lens_dry_eye_support_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""dry eye contact lens"", ""complaint_id"": ""CI0198"", ""disease_id"": ""contact_lens_dry_eye_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""lens irritation"", ""complaint_id"": ""CI0199"", ""disease_id"": ""contact_lens_dry_eye_support_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0069,True,data/core/opd_fast_index.json:index[36]
corn_callus_topical_adult,corn_callus_topical_adult,"{""complaint"": ""corn treatment"", ""complaint_id"": ""CI0377"", ""disease_id"": ""corn_callus_topical_adult"", ""manual_review"": true, ""match_type"": ""exact"", ""priority"": 1, ""source_status"": ""legacy_unverified""}; {""complaint"": ""callus treatment"", ""complaint_id"": ""CI0378"", ""disease_id"": ""corn_callus_topical_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 2, ""source_status"": ""legacy_unverified""}; {""complaint"": ""corn callus topical"", ""complaint_id"": ""CI0379"", ""disease_id"": ""corn_callus_topical_adult"", ""manual_review"": true, ""match_type"": ""alias"", ""priority"": 3, ""source_status"": ""legacy_unverified""}",FRM0129,True,data/core/opd_fast_index.json:index[37]
