task_id,row_type,sheet,row_number,record_id,name,priority_score,source_hint
PRODUCT_0395,product,Product_Label_Links,395,3662,Strepsils Maxi Pluzz กล่อง 16s,100,"394 | 3662 | Strepsils Maxi Pluzz กล่อง 16s | 2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+ เอมิลเมแทครีซอล 0.6 มก. + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก. | Strepsils Maxi Pluzz กล่อง 16s (16 tabs) | ยาอมแก้เจ็บคอ (D) | กล่อง 16 เม็ด |  | 2 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1 2 มก + เอมิลเมแทครีซอล 0 6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10 0 มก | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Strepsils+Maxi+Pluzz+%E0%B8%81%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87+16s | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=2+4-%E0%B9%84%E0%B8%94%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B9%82%E0%B8%A3%E0%B9%80%E0%B8%9A%E0%B8%99%E0%B8%8B%E0%B8%B4%E0%B8%A5+%E0%B9%81%E0%B8%AD%E0%B8%A5%E0%B8%81%E0%B8%AD%E0%B8%AE%E0%B8%AD%E0%B8%A5%E0%B9%8C+1+2+%E0%B8%A1%E0%B8%81+%2B+%E0%B9%80%E0%B8%AD%E0%B8%A1%E0%B8%B4%E0%B8%A5%E0%B9%80%E0%B8%A1%E0%B9%81%E0%B8%97%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%8B%E0%B8%AD%E0%B8%A5+0+6+%E0%B8%A1%E0%B8%81+%2B+%E0%B8%A5%E0%B8%B4%E0%B8%81%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%84%E0%B8%99+%E0%B9%84%E0%B8%AE%E0%B9%82%E0%B"
PRODUCT_0396,product,Product_Label_Links,396,3580,Strepsils Maxi Pluzz ซอง 6s,100,"395 | 3580 | Strepsils Maxi Pluzz ซอง 6s | 2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lidocain 10 mg. | Strepsils Maxi Pluzz ซอง 6s (6 tabs) | ยาอมแก้เจ็บคอ (D) | ซอง 6 เม็ด |  | 2 4-Dichlorobenzyl alcohol +Amylmetacresol +Lidocain | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Strepsils+Maxi+Pluzz+%E0%B8%8B%E0%B8%AD%E0%B8%87+6s | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=2+4-Dichlorobenzyl+alcohol+%2BAmylmetacresol+%2BLidocain | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Strepsils%20Maxi%20Pluzz%20%E0%B8%8B%E0%B8%AD%E0%B8%87%206s&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=2%204-Dichlorobenzyl%20alcohol%20%2BAmylmetacresol%20%2BLidocain&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Strepsils%20Maxi%20Pluzz%20%E0%B8%8B%E0%B8%AD%E0%B8%87%206s%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name"
PRODUCT_0397,product,Product_Label_Links,397,3772,Throatsil Plus ซอง 8s,100,"396 | 3772 | Throatsil Plus ซอง 8s | 2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lignocaine HCl 10.0 mg. | Throatsil Plus ซอง 8s (8 tabs) | ยาอมแก้เจ็บคอ (D) | ซอง 8 เม็ด |  | 2 4-Dichlorobenzyl Alcohol +Amylmetacresol +Lignocaine | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Throatsil+Plus+%E0%B8%8B%E0%B8%AD%E0%B8%87+8s | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=2+4-Dichlorobenzyl+Alcohol+%2BAmylmetacresol+%2BLignocaine | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Throatsil%20Plus%20%E0%B8%8B%E0%B8%AD%E0%B8%87%208s&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=2%204-Dichlorobenzyl%20Alcohol%20%2BAmylmetacresol%20%2BLignocaine&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Throatsil%20Plus%20%E0%B8%8B%E0%B8%AD%E0%B8%87%208s%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%222%204-Dichlorobe"
PRODUCT_0398,product,Product_Label_Links,398,8282,Cera ORS รสส้ม,100,397 | 8282 | Cera ORS รสส้ม | Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g. | Cera ORS รสส้ม (5 sachets) | ผงเกลือแร่ | กล่อง 5 ซอง |  | Glucose + Chloride + Chloride + Citrate Dihydrate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Cera+ORS+%E0%B8%A3%E0%B8%AA%E0%B8%AA%E0%B9%89%E0%B8%A1 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Glucose+%2B+Chloride+%2B+Chloride+%2B+Citrate+Dihydrate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Cera%20ORS%20%E0%B8%A3%E0%B8%AA%E0%B8%AA%E0%B9%89%E0%B8%A1&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Glucose%20%2B%20Chloride%20%2B%20Chloride%20%2B%20Citrate%20Dihydrate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Cera%20ORS%20%E0%B8%A3%E0%B8%AA%E0%B8%AA%E0%B9%89%E0%B8%A1%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generi
PRODUCT_0399,product,Product_Label_Links,399,7141,Dimenhydrinate,100,"398 | 7141 | Dimenhydrinate | Dimenhydrinate 50 mg. | Dimenhydrinate (10 tabs) | ยาแก้เมารถ, เมาเรือ (D) | แผง 10 เม็ด |  | Dimenhydrinate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dimenhydrinate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dimenhydrinate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dimenhydrinate&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dimenhydrinate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Dimenhydrinate%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Dimenhydrinate%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Dimenhydrinate | https://www.medicines.org.uk/emc/search?q=Dimenhydrinate | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the"
PRODUCT_0400,product,Product_Label_Links,400,1663,Dramamine,100,"399 | 1663 | Dramamine | Dimenhydrinate 50 mg. | Dramamine (10 tabs) | ยาแก้เมารถ, เมาเรือ (D) | แผง 10 เม็ด |  | Dimenhydrinate | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dramamine | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Dimenhydrinate | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dramamine&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Dimenhydrinate&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Dramamine%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Dimenhydrinate%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Dimenhydrinate | https://www.medicines.org.uk/emc/search?q=Dramamine | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-national-list-of-essential-me"
PRODUCT_0401,product,Product_Label_Links,401,8272,Biotaplex-BC,100,400 | 8272 | Biotaplex-BC | Benfotiamine (Vit.B1) 69.15 mg+Riboflavin (Vit.B2) 5 mg+Pyridoxine HCl (Vit.B6) 5 mg+Cyanocobalamin (Vit.B12) 5 mcg+Vit.C 50 mg | Biotaplex-BC (10 tabs) | วิตามินบำรุงปลายประสาท | แผง 10 เม็ด |  | Benfotiamine +Riboflavin +Pyridoxine +Cyanocobalamin +Vit C | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Biotaplex-BC | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Benfotiamine+%2BRiboflavin+%2BPyridoxine+%2BCyanocobalamin+%2BVit+C | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Biotaplex-BC&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Benfotiamine%20%2BRiboflavin%20%2BPyridoxine%20%2BCyanocobalamin%20%2BVit%20C&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Biotaplex-BC%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Benfotiamine%20%2BRiboflavin%20%2BPyridoxine%20%2BCyanocobalamin%20
PRODUCT_0402,product,Product_Label_Links,402,2687,Mecze,100,401 | 2687 | Mecze | Mecobalamin (Vit. B12) 500 mcg. | Mecze (10 tabs) | วิตามินบำรุงปลายประสาท | แผง 10 เม็ด |  | Mecobalamin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Mecze | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Mecobalamin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Mecze&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Mecobalamin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Mecze%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Mecobalamin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Mecobalamin | https://www.medicines.org.uk/emc/search?q=Mecze | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-national-list-of-essential-medicines | https://www.mims.com
PRODUCT_0403,product,Product_Label_Links,403,44925,Mega Diavit,100,402 | 44925 | Mega Diavit | Vit.B1 100 mg+ Vit.B6 200 mg+Methylcobalamin 500 mg+ Folic Acid 0.2 mg+Natural Vit.E 200 IU+ Natural Mixed Carotenoids 4 mg+Equivlent to Vit.A 5000 IU+ Vit.D3 400 IU+Copper 1 mg+Chromium 0.2 mg+Zinc 15 mg. | Mega Diavit (10 cap) | วิตามินบำรุงปลายประสาท | กล่อง 10 แคปซูล |  | Vit B1 + Vit B6 +Methylcobalamin + Folic Acid +Natural Vit E + Natural Mixed Carotenoids +Equivlent Vit A + Vit D3 +Copp | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Mega+Diavit | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Vit+B1+%2B+Vit+B6+%2BMethylcobalamin+%2B+Folic+Acid+%2BNatural+Vit+E+%2B+Natural+Mixed+Carotenoids+%2BEquivlent+Vit+A+%2B+Vit+D3+%2BCopp | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Mega%20Diavit&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Vit%20B1%20%2B%20Vit%20B6%20%2BMethylcobalamin%20%2B%20Folic%20Acid%20%2BNatural%20Vit%20E%20%2B%20Natural%20Mixed%20Caroten
PRODUCT_0404,product,Product_Label_Links,404,2625,Methycobal 500,100,403 | 2625 | Methycobal 500 | Mecobalamin (Vit. B12) 500 mcg. | Methycobal 500 (10 tabs) | วิตามินบำรุงปลายประสาท | แผง 10 เม็ด |  | Mecobalamin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Methycobal+500 | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Mecobalamin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Methycobal%20500&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Mecobalamin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Methycobal%20500%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Mecobalamin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/medicines?search_api_fulltext=Mecobalamin | https://www.medicines.org.uk/emc/search?q=Methycobal+500 | https://ndi.fda.moph.go.th/drug_use | https://drug.fda.moph.go.th/lowrisk/category/monograph-of-the-n
PRODUCT_0405,product,Product_Label_Links,405,2822,Neurobion,100,404 | 2822 | Neurobion | Thiamine Disulfide (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 200 mg+Cyanocobalamin (Vit.B12) 200 mcg | Neurobion (10 tabs) | วิตามินบำรุงปลายประสาท | แผง 10 เม็ด |  | Thiamine Disulfide +Pyridoxine +Cyanocobalamin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Neurobion | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Thiamine+Disulfide+%2BPyridoxine+%2BCyanocobalamin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Neurobion&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Thiamine%20Disulfide%20%2BPyridoxine%20%2BCyanocobalamin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22Neurobion%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Thiamine%20Disulfide%20%2BPyridoxine%20%2BCyanocobalamin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm | https://www.ema.europa.eu/en/me
PRODUCT_0406,product,Product_Label_Links,406,3007,One-Six-Twelve,100,405 | 3007 | One-Six-Twelve | Thiamine Mononitrate (Vit.B1) 100 mg+Pyridoxine HCl (Vit.B6) 5  mg+Cyanocobalamin (Vit.B12) 50 mcg | One-Six-Twelve (10 tabs) | วิตามินบำรุงปลายประสาท | แผง 10 เม็ด |  | Thiamine Mononitrate +Pyridoxine +Cyanocobalamin | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=One-Six-Twelve | https://dailymed.nlm.nih.gov/dailymed/search.cfm?query=Thiamine+Mononitrate+%2BPyridoxine+%2BCyanocobalamin | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=One-Six-Twelve&name_type=brand&pagesize=100 | https://dailymed.nlm.nih.gov/dailymed/services/v2/spls.json?drug_name=Thiamine%20Mononitrate%20%2BPyridoxine%20%2BCyanocobalamin&name_type=both&pagesize=100 | https://api.fda.gov/drug/label.json?search=openfda.brand_name:%22One-Six-Twelve%22&limit=10 | https://api.fda.gov/drug/label.json?search=openfda.generic_name:%22Thiamine%20Mononitrate%20%2BPyridoxine%20%2BCyanocobalamin%22&limit=10 | https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm 
