gap_id,entity_type,entity_id,required_source_priority,status,manual_review,queue_type,source_file,source_runtime_path,affected_products,todo_id,source_id_suggestion,title_query,organization_target,clinical_domain,related_drugs,related_complaints,evidence_needed,preferred_source_type,search_query,priority,review_status,source_url_candidates,notes,missing_item,review_note
GAP_TAG_PEDIATRIC_CANDIDATE,drug_role_tag,pediatric_candidate,1; 2; 3; 4; 5; 6; 7,pending_access,True,source_gap,data/guidelines/source_gap_list.json,data/guidelines/source_gap_list.json:items[35],81,,,,,,,,,,,,,,,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[0],,SRC_TODO_AERIUS_SYRUP_DESLORATADINE_0_5_MG_1_ML_SOURCE_REVIEWPEDIATRIC,src_aerius_syrup_d,Aerius Syrup [Desloratadine 0.5 mg./1 ml.] source review,official guideline or product label authority,pediatric,BDS001015,,source evidence,guideline,official guideline or product label authority Aerius Syrup [Desloratadine 0.5 mg./1 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[1],,SRC_TODO_DURAN_SUSPENSION_IBUPROFEN_100_MG_5_ML_SOURCE_REVIEWPEDIATRIC,src_duran_suspensi,Duran Suspension [Ibuprofen 100 mg./5 ml.] source review,official guideline or product label authority,pediatric,BDS001665,,source evidence,guideline,official guideline or product label authority Duran Suspension [Ibuprofen 100 mg./5 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[2],,SRC_TODO_KIT_F_DROPS_PARACETAMOL_60_MG_0_6_ML_SOURCE_REVIEWPEDIATRIC,src_kit_f_drops_pa,Kit-F Drops [Paracetamol 60 mg./0.6 ml.] source review,official guideline or product label authority,pediatric,BDS002407,,source evidence,guideline,official guideline or product label authority Kit-F Drops [Paracetamol 60 mg./0.6 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[3],,SRC_TODO_NUROFEN_SUSPENSION_IBUPROFEN_100_MG_5_ML_SOURCE_REVIEWPEDIATRIC,src_nurofen_suspen,Nurofen Suspension [Ibuprofen 100 mg./5 ml.] source review,official guideline or product label authority,pediatric,BDS002845,,source evidence,guideline,official guideline or product label authority Nurofen Suspension [Ibuprofen 100 mg./5 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[4],,SRC_TODO_ORS_PEDIATRIC_DIARRHEAPEDIATRIC,src_ors_pediatric_,ORS pediatric diarrhea,Thai Pediatric Society or MOPH,pediatric,ORS,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH ORS pediatric diarrhea guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[5],,SRC_TODO_PANADOL_ORANGE_SUSPENSION_PARACETAMOL_250_MG_5_ML_SOURCE_REVIEWPEDIATRIC,src_panadol_orange,Panadol Orange Suspension [Paracetamol 250 mg./5 ml.] source review,official guideline or product label authority,pediatric,BDS002861,,source evidence,guideline,official guideline or product label authority Panadol Orange Suspension [Paracetamol 250 mg./5 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[6],,SRC_TODO_PANADOL_STRAWBERRY_SUSPENSION_PARACETAMOL_120_MG_5_ML_SOURCE_REVIEWPEDIATRIC,src_panadol_strawb,Panadol Strawberry Suspension [Paracetamol 120 mg./5 ml.] source review,official guideline or product label authority,pediatric,BDS002847,,source evidence,guideline,official guideline or product label authority Panadol Strawberry Suspension [Paracetamol 120 mg./5 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[7],,SRC_TODO_SARA_INFANT_DROPS_PARACETAMOL_60_MG_0_6_ML_SOURCE_REVIEWPEDIATRIC,src_sara_infant_dr,Sara Infant Drops (รสองุ่น) [Paracetamol 60 mg./0.6 ml.] source review,official guideline or product label authority,pediatric,BDS003597,,source evidence,guideline,official guideline or product label authority Sara Infant Drops (รสองุ่น) [Paracetamol 60 mg./0.6 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[8],,SRC_TODO_SYSTANE_ULTRA_LUBRICANT_EYE_DROPS_POLYETHYLENE_GLYCOL_400_0_4_PROPYLENE_GLYCOL_0,src_systane_ultra_,Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)] source review,official guideline or product label authority,pediatric,BDS003679,,source evidence,guideline,official guideline or product label authority Systane Ultra Lubricant Eye Drops [Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%)] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[9],,SRC_TODO_TEMPRA_DROP_PARACETAMOL_80_MG_0_8_ML_SOURCE_REVIEWPEDIATRIC,src_tempra_drop_pa,Tempra Drop [Paracetamol 80 mg./0.8 ml.] source review,official guideline or product label authority,pediatric,BDS003711,,source evidence,guideline,official guideline or product label authority Tempra Drop [Paracetamol 80 mg./0.8 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[10],,SRC_TODO_TYLENOL_DROP_PARACETAMOL_80_MG_0_8_ML_SOURCE_REVIEWPEDIATRIC,src_tylenol_drop_p,Tylenol Drop [Paracetamol 80 mg./0.8 ml.] source review,official guideline or product label authority,pediatric,BDS003737,,source evidence,guideline,official guideline or product label authority Tylenol Drop [Paracetamol 80 mg./0.8 ml.] source review guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[11],,SRC_TODO_ACYCLOVIR_HERPES_LABIALIS_ADULT_TREATMENTANTIVIRAL,src_acyclovir_herp,acyclovir herpes labialis adult treatment,Thai MOPH or dermatology society,antiviral,acyclovir,herpes_labialis_adult,indication; adult dose; frequency; duration,guideline,Thai MOPH or dermatology society acyclovir herpes labialis adult treatment guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[12],,SRC_TODO_ACYCLOVIR_HERPES_ZOSTER_SHINGLES_ADULT_TREATMENTANTIVIRAL,src_acyclovir_herp,acyclovir herpes zoster shingles adult treatment,Thai MOPH or Thai specialty society,antiviral,acyclovir,herpes_zoster_adult; shingles,indication; adult dose; frequency; duration; timing window; red flags,guideline,Thai MOPH or Thai specialty society acyclovir herpes zoster shingles adult treatment guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[13],,SRC_TODO_CETIRIZINE_PEDIATRIC_ALLERGIC_RHINITISPEDIATRIC,src_cetirizine_ped,cetirizine pediatric allergic rhinitis,Thai Pediatric Society or MOPH,pediatric,cetirizine,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH cetirizine pediatric allergic rhinitis guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[14],,SRC_TODO_IBUPROFEN_PEDIATRIC_FEVER_PAINPEDIATRIC,src_ibuprofen_pedi,ibuprofen pediatric fever pain,Thai Pediatric Society or MOPH,pediatric,ibuprofen,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH ibuprofen pediatric fever pain guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[15],,SRC_TODO_PARACETAMOL_PEDIATRIC_FEVER_PAINPEDIATRIC,src_paracetamol_pe,paracetamol pediatric fever pain,Thai Pediatric Society or MOPH,pediatric,paracetamol,pediatric common OPD,age/BW rule; dose basis; frequency; max dose; duration,guideline,Thai Pediatric Society or MOPH paracetamol pediatric fever pain guideline dose duration,1,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[16],,SRC_TODO_AMOXICILLIN_CLAVULANIC_ACID_SOURCE_REVIEWANTIBIOTIC_RDU,src_amoxicillin_cl,Amoxicillin + Clavulanic Acid source review,official guideline or product label authority,antibiotic_rdu,Amoxicillin + Clavulanic Acid,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Amoxicillin + Clavulanic Acid source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[17],,SRC_TODO_AMOXICILLIN_TRIHYDRATE_CLAVULANIC_POTASSIUM_SOURCE_REVIEWANTIBIOTIC_RDU,src_amoxicillin_tr,Amoxicillin Trihydrate + Clavulanic Potassium source review,official guideline or product label authority,antibiotic_rdu,Amoxicillin Trihydrate + Clavulanic Potassium,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Amoxicillin Trihydrate + Clavulanic Potassium source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[18],,SRC_TODO_AMOXICILLIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_amoxicillin_so,Amoxicillin source review,official guideline or product label authority,antibiotic_rdu,Amoxicillin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Amoxicillin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[19],,SRC_TODO_AZITHROMYCIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_azithromycin_s,Azithromycin source review,official guideline or product label authority,antibiotic_rdu,Azithromycin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Azithromycin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[20],,SRC_TODO_CEPHALEXIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_cephalexin_sou,Cephalexin source review,official guideline or product label authority,antibiotic_rdu,Cephalexin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Cephalexin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[21],,SRC_TODO_CLARITHROMYCIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_clarithromycin,Clarithromycin source review,official guideline or product label authority,antibiotic_rdu,Clarithromycin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Clarithromycin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[22],,SRC_TODO_ROXITHROMYCIN_SOURCE_REVIEWANTIBIOTIC_RDU,src_roxithromycin_,Roxithromycin source review,official guideline or product label authority,antibiotic_rdu,Roxithromycin,,disease-specific indication; dose; duration; bacterial criteria; allergy alternative,guideline,official guideline or product label authority Roxithromycin source review guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[23],,SRC_TODO_UTI_ANTIBIOTIC_OUTPATIENT_CRITERIAANTIBIOTIC_RDU,src_uti_antibiotic,UTI antibiotic outpatient criteria,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,UTI antibiotic outpatient criteria,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO UTI antibiotic outpatient criteria guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[24],,SRC_TODO_BACTERIAL_CONJUNCTIVITIS_TOPICAL_ANTIBIOTICANTIBIOTIC_RDU,src_bacterial_conj,bacterial conjunctivitis topical antibiotic,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,bacterial conjunctivitis topical antibiotic,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO bacterial conjunctivitis topical antibiotic guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[25],,SRC_TODO_PEDIATRIC_SEVERE_DEHYDRATION_RED_FLAGSRED_FLAGS,src_pediatric_seve,pediatric severe dehydration red flags,Thai MOPH or WHO,red_flags,,pediatric severe dehydration red flags,red flags; referral criteria,guideline,Thai MOPH or WHO pediatric severe dehydration red flags guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[26],,SRC_TODO_RED_EYE_PAIN_PHOTOPHOBIA_VISION_LOSS_RED_FLAGSRED_FLAGS,src_red_eye_pain_p,red eye pain photophobia vision loss red flags,Thai MOPH or WHO,red_flags,,red eye pain photophobia vision loss red flags,red flags; referral criteria,guideline,Thai MOPH or WHO red eye pain photophobia vision loss red flags guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[27],,SRC_TODO_SIMPLE_DIARRHEA_NO_ROUTINE_ANTIBIOTICANTIBIOTIC_RDU,src_simple_diarrhe,simple diarrhea no routine antibiotic,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,simple diarrhea no routine antibiotic,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO simple diarrhea no routine antibiotic guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[28],,SRC_TODO_VIRAL_URI_NO_ANTIBIOTICANTIBIOTIC_RDU,src_viral_uri_no_a,viral URI no antibiotic,Thai RDU/MOPH or IDSA/WHO,antibiotic_rdu,antibiotics,viral URI no antibiotic,bacterial criteria; no-antibiotic criteria; dose; duration,guideline,Thai RDU/MOPH or IDSA/WHO viral URI no antibiotic guideline dose duration,2,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[29],,SRC_TODO_ACYCLOVIR_SOURCE_REVIEWANTIVIRAL,src_acyclovir_sour,Acyclovir source review,official guideline or product label authority,antiviral,Acyclovir,,product form; route; concentration/strength; label metadata,guideline,official guideline or product label authority Acyclovir source review guideline dose duration,3,pending,,Human review required before adding to source_manifest.json as accepted.,,
,,,,,,source_todo,data/evidence/source_manifest.todo.json,data/evidence/source_manifest.todo.json:items[30],,SRC_TODO_ACYCLOVIR_W_W_SOURCE_REVIEWANTIVIRAL,src_acyclovir_w_w_,Acyclovir w/w source review,official guideline or product label authority,antiviral,Acyclovir w/w,,product form; route; concentration/strength; label metadata,guideline,official guideline or product label authority Acyclovir w/w source review guideline dose duration,3,pending,,Human review required before adding to source_manifest.json as accepted.,,
GAP_DISEASE_ALLERGIC_RHINITIS,disease,allergic_rhinitis,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[0],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_URI_WET_COUGH,disease,uri_wet_cough,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[1],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_URI_DRY_COUGH,disease,uri_dry_cough,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[2],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_SORE_THROAT,disease,sore_throat,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[3],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_FEVER_MYALGIA,disease,fever_myalgia,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[4],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_DIARRHEA_ADULT,disease,diarrhea_adult,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[5],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_DIARRHEA_CHILD,disease,diarrhea_child,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[6],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_NAUSEA_VOMITING,disease,nausea_vomiting,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[7],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_DYSPEPSIA,disease,dyspepsia,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[8],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
GAP_DISEASE_GERD,disease,gerd,,pending_source_collection,,evidence_manual_review,data/evidence/manual_review_queue.json,data/evidence/manual_review_queue.json:items[9],,,,,,,,,,,,,,,,source,"Attach accepted source_manifest row, then extract traceable claim evidence."
