age_max_months,age_min_months,calculation_formula,contraindicated_age,disease_key,dose_basis,dose_max_mg_per_kg,dose_min_mg_per_kg,duration,final_pediatric_status,fixed_dose,formula_template_ready,frequency,generic_name,max_mg_per_day,max_mg_per_dose,pediatric_age_gate_note,pediatric_formula_block_reason,pediatric_formula_ready,pediatric_product_label_verified,pediatric_rule_id,product_concentration,product_concentration_source_ids,product_id,product_match_status,rounding_rule,source_ids,volume_formula,weight_max_kg,weight_min_kg,accredited_source_status,missing_accredited_fields,next_action
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_8a971b1146a3,"{""manual_review"": false, ""matched_text"": ""60 mg./0.6 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",,BDS002407,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 100; concentration_mg_per_ml = 100,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_a040c1916e30,"{""manual_review"": false, ""matched_text"": ""150 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 30.0}",,BDS007583,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 30; concentration_mg_per_ml = 30,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_9c12985cb4b9,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",,BDS002861,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 50; concentration_mg_per_ml = 50,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_e7171ae41cdb,"{""manual_review"": false, ""matched_text"": ""120 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 24.0}",,BDS002847,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 24; concentration_mg_per_ml = 24,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_2f281914b283,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",,BDS008137,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 50; concentration_mg_per_ml = 50,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_21d415a32cba,"{""manual_review"": false, ""matched_text"": ""60 mg./0.6 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",,BDS003597,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 100; concentration_mg_per_ml = 100,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_a3055d9441bd,"{""manual_review"": false, ""matched_text"": ""80 mg./0.8 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",,BDS003711,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 100; concentration_mg_per_ml = 100,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs,,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,source_missing_hide_from_rx,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,,formula source available but exact product concentration/formulation label is still missing,False,False,peds_95529bf8cd8f,"{""manual_review"": false, ""matched_text"": ""80 mg./0.8 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",,BDS003737,pending_exact_product_label_concentration,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 100; concentration_mg_per_ml = 100,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,0,if age_months < 1: dose_mg = 10 * weight_kg; else: dose_mg = 15 * weight_kg,"none stated by selected MSF source; reduce dose in severe acute malnutrition or dengue warning signs; product label age gate: Active ingredient (in each 5 mL) Acetaminophen 160 mg. Directions: under 2 years ask a doctor; repeat dose every 4 hours while symptoms last; do not give more than 5 doses in 24 hours. Workbook row is paracetamol 160 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,weight_based_mg_per_kg_per_dose_age_adjusted,15,10,,gold_ready_pediatric,,True,3 to 4 times daily,paracetamol,40 mg/kg/day if age_months < 1; 60 mg/kg/day if age_months >= 1,,"Active ingredient (in each 5 mL) Acetaminophen 160 mg. Directions: under 2 years ask a doctor; repeat dose every 4 hours while symptoms last; do not give more than 5 doses in 24 hours. Workbook row is paracetamol 160 mg/5 mL oral suspension; DailyMed label supports the matching generic concentration/formulation only, not Thai brand registration.",,True,True,peds_26d59d594416,"{""manual_review"": false, ""matched_text"": ""160 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 32.0}",dailymed_acetaminophen_160mg_5ml_peds_2026,BDS003763,generic_strength_form_route_match_not_thai_brand_registered,display exact calculated mL to 0.1 mL; cap total daily dose by age-specific max_mg_per_day,dailymed_acetaminophen_160mg_5ml_peds_2026; msf_paracetamol_oral_peds_2024,dose_ml = dose_mg / 32; concentration_mg_per_ml = 32,,,pediatric_formula_ready,,ready for pediatric formula review
,,,,,,,,,source_missing_hide_from_rx,,False,,desloratadine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_40fb0c454e8d,"{""manual_review"": false, ""matched_text"": ""0.5 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.5}",,BDS001015,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,brompheniramine maleate + phenylephrine hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_240d5843e700,"{""manual_review"": false, ""matched_text"": ""2.5 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 2.5}",,BDS007003,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,brompheniramine maleate + phenylephrine hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_9b9041154392,"{""manual_review"": false, ""matched_text"": ""10 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 2.0}",,BDS008047,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,chlorpheniramine maleate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_c4338ce0922e,"{""manual_review"": false, ""matched_text"": ""2 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.4}",,BDS008033,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,cetirizine 2hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_d7c608a199b5,"{""manual_review"": false, ""matched_text"": ""5 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",,BDS007038,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,desloratadine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_54c3ef3c91b5,"{""manual_review"": false, ""matched_text"": ""0.5 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.5}",,BDS044519,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,chlorpheniramine maleate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_8584158d9257,"{""manual_review"": false, ""matched_text"": ""2 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.4}",,BDS007271,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,hydroxyzine hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_8730d72684c7,"{""manual_review"": false, ""matched_text"": ""10 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 2.0}",,BDS008301,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,cetirizine 2hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_8ba547fcaca0,"{""manual_review"": false, ""matched_text"": ""5 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",,BDS008086,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,cetirizine 2hci,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_30f21e76e483,"{""manual_review"": false, ""matched_text"": ""1 mg./1 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 1.0}",,BDS004212,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,butamirate citrate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_7552612ed907,"{""manual_review"": false, ""matched_text"": ""4 mg/5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.8}",,BDS006036,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,levodropropizine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_eba660e2501c,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",,BDS002290,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,bromhexine hcl + k guaiacolsulphonate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_90bbd99a40ae,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",,BDS001257,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,bromhexine hcl + k guaiacolsulphonate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_5dfd75350a5c,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",,BDS001296,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,bromhexine hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_b0dc0cb40a0f,"{""manual_review"": false, ""matched_text"": ""4 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 0.8}",,BDS001253,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,carbocysteine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_c04ac9b032cd,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",,BDS007033,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,carbocysteine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_d30022646276,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",,BDS041506,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,carbocysteine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_2fa2790ece68,"{""manual_review"": false, ""matched_text"": ""250 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 50.0}",,BDS001920,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,cyclidrol,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_150382193ca3,"{""manual_review"": false, ""matched_text"": ""80 mg./10 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 8.0}",,BDS002659,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,ambroxol hcl,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_05da69920002,"{""manual_review"": false, ""matched_text"": ""30 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 6.0}",,BDS002654,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,carbocysteine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_38f5c41250da,"{""manual_review"": false, ""matched_text"": ""500 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 100.0}",,BDS003697,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,carbocysteine,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_ddf609584b81,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",,BDS003782,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,mebendazole,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_b96858fdfe12,"{""manual_review"": false, ""matched_text"": ""100 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 20.0}",,BDS001231,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,albendazole,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_cce9662e72fb,"{""manual_review"": false, ""matched_text"": ""200 mg./5 ml"", ""parse_status"": ""parsed"", ""unit"": ""mg_per_ml"", ""value"": 40.0}",,BDS049775,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
,,,,,,,,,source_missing_hide_from_rx,,False,,terbutaline sulfate + glyceryl guaiacolate,,,,missing pediatric dose formula source and/or parsed concentration,False,False,peds_6dbe55d7e6b6,"{""manual_review"": true, ""matched_text"": ""1.5 mg"", ""parse_status"": ""unit_strength_only"", ""review_reason"": ""not_a_liquid_concentration"", ""unit"": ""mg"", ""value"": 1.5}",,BDS001458,pending_exact_product_label_concentration,,,,,,blocked_pending_complete_pediatric_source,age/BW rule; dose formula; max dose; concentration; rounding; pediatric citation,retrieve pediatric formulary/guideline and product concentration source
