task_id,row_type,priority,product_id,regimen_id,disease_key,generic_name,brand_name,source_target_id,source_target,expected_fields,thai_query,english_query,required_to_unlock,status
longsrc_fa3665d1270c,product,A,BDS040017,,,Amoxicillin Trihydrate + Clavulanic Potassium,Augmentin 1 g. [Amoxicillin Trihydrate (eq. to Amoxicillin 875 mg.)+Clavulanic Potassium (eq. to Clavulanic Acid 125 mg.)],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Amoxicillin Trihydrate + Clavulanic Potassium Augmentin 1 g. [Amoxicillin Trihydrate (eq. to Amoxicillin 875 mg.)+Clavulanic Potassium (eq. to Clavulanic Acid 125 mg.)] Thai FDA NDI NLEM SmPC,Amoxicillin Trihydrate + Clavulanic Potassium tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_909c9786e4b3,product,A,BDS040017,,,Amoxicillin Trihydrate + Clavulanic Potassium,Augmentin 1 g. [Amoxicillin Trihydrate (eq. to Amoxicillin 875 mg.)+Clavulanic Potassium (eq. to Clavulanic Acid 125 mg.)],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Amoxicillin Trihydrate + Clavulanic Potassium Augmentin 1 g. [Amoxicillin Trihydrate (eq. to Amoxicillin 875 mg.)+Clavulanic Potassium (eq. to Clavulanic Acid 125 mg.)] Thai FDA NDI NLEM SmPC,Amoxicillin Trihydrate + Clavulanic Potassium tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_5ef617a596b8,product,A,BDS001494,,,Azithromycin,Azithro 250 mg [Azithromycin 250 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Azithromycin Azithro 250 mg [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_d28c21b5a6cf,product,A,BDS001494,,,Azithromycin,Azithro 250 mg [Azithromycin 250 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Azithromycin Azithro 250 mg [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_052c4ff63e7c,product,A,BDS001494,,,Azithromycin,Azithro 250 mg [Azithromycin 250 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Azithromycin Azithro 250 mg [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_453fa8a50c57,product,A,BDS006115,,,Azithromycin,Azycin 250 mg (GPO) [Azithromycin 250 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Azithromycin Azycin 250 mg (GPO) [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_19c971e2668f,product,A,BDS006115,,,Azithromycin,Azycin 250 mg (GPO) [Azithromycin 250 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Azithromycin Azycin 250 mg (GPO) [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_ce3b4b6f531a,product,A,BDS006115,,,Azithromycin,Azycin 250 mg (GPO) [Azithromycin 250 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Azithromycin Azycin 250 mg (GPO) [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_2c65c685f5c9,product,A,BDS007066,,,Roxithromycin,B.Roxi [Roxithromycin 150 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Roxithromycin B.Roxi [Roxithromycin 150 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_76323557a085,product,A,BDS007066,,,Roxithromycin,B.Roxi [Roxithromycin 150 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Roxithromycin B.Roxi [Roxithromycin 150 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_a86b296ae18e,product,A,BDS007066,,,Roxithromycin,B.Roxi [Roxithromycin 150 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Roxithromycin B.Roxi [Roxithromycin 150 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_44bec04c49fb,product,A,BDS001545,,,Amoxicillin + Clavulanic Acid,Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Amoxicillin + Clavulanic Acid Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.] Thai FDA NDI NLEM SmPC,Amoxicillin + Clavulanic Acid tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_1fae34b8e79f,product,A,BDS001545,,,Amoxicillin + Clavulanic Acid,Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Amoxicillin + Clavulanic Acid Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.] Thai FDA NDI NLEM SmPC,Amoxicillin + Clavulanic Acid tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_71ceab9bd085,product,A,BDS001545,,,Amoxicillin + Clavulanic Acid,Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Amoxicillin + Clavulanic Acid Cavumox 1 g [Amoxicillin 875 mg.+Clavulanic Acid 125 mg.] Thai FDA NDI NLEM SmPC,Amoxicillin + Clavulanic Acid tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_f164a75a064e,product,A,BDS007784,,,Cephalexin,Cephalex-500 [Cephalexin 500 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Cephalexin Cephalex-500 [Cephalexin 500 mg.] Thai FDA NDI NLEM SmPC,Cephalexin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_6cc7fa1ad3df,product,A,BDS007784,,,Cephalexin,Cephalex-500 [Cephalexin 500 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Cephalexin Cephalex-500 [Cephalexin 500 mg.] Thai FDA NDI NLEM SmPC,Cephalexin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_99fab8d6c0c6,product,A,BDS007784,,,Cephalexin,Cephalex-500 [Cephalexin 500 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Cephalexin Cephalex-500 [Cephalexin 500 mg.] Thai FDA NDI NLEM SmPC,Cephalexin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_adb6ec247725,product,A,BDS001452,,,Clarithromycin,Clarith 500 [Clarithromycin 500 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Clarithromycin Clarith 500 [Clarithromycin 500 mg.] Thai FDA NDI NLEM SmPC,Clarithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_b2b46e51be2f,product,A,BDS001452,,,Clarithromycin,Clarith 500 [Clarithromycin 500 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Clarithromycin Clarith 500 [Clarithromycin 500 mg.] Thai FDA NDI NLEM SmPC,Clarithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_e2e1fa39d030,product,A,BDS001452,,,Clarithromycin,Clarith 500 [Clarithromycin 500 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Clarithromycin Clarith 500 [Clarithromycin 500 mg.] Thai FDA NDI NLEM SmPC,Clarithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_fc0748824dcd,product,A,BDS008652,,,Dicloxacillin,Dicloxilin-500 [Dicloxacillin 500 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Dicloxacillin Dicloxilin-500 [Dicloxacillin 500 mg.] Thai FDA NDI NLEM SmPC,Dicloxacillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_a9af94cf0c07,product,A,BDS008652,,,Dicloxacillin,Dicloxilin-500 [Dicloxacillin 500 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Dicloxacillin Dicloxilin-500 [Dicloxacillin 500 mg.] Thai FDA NDI NLEM SmPC,Dicloxacillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_1e694fe665f6,product,A,BDS008652,,,Dicloxacillin,Dicloxilin-500 [Dicloxacillin 500 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Dicloxacillin Dicloxilin-500 [Dicloxacillin 500 mg.] Thai FDA NDI NLEM SmPC,Dicloxacillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_c73dc39c1915,product,A,BDS008702,,,Dicloxacillin,Dicloxman-500 [Dicloxacillin 500 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Dicloxacillin Dicloxman-500 [Dicloxacillin 500 mg.] Thai FDA NDI NLEM SmPC,Dicloxacillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_b64bfb9657ec,product,A,BDS008702,,,Dicloxacillin,Dicloxman-500 [Dicloxacillin 500 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Dicloxacillin Dicloxman-500 [Dicloxacillin 500 mg.] Thai FDA NDI NLEM SmPC,Dicloxacillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_b63fe4effdfb,product,A,BDS008702,,,Dicloxacillin,Dicloxman-500 [Dicloxacillin 500 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Dicloxacillin Dicloxman-500 [Dicloxacillin 500 mg.] Thai FDA NDI NLEM SmPC,Dicloxacillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_ec8f9c6c0c7f,product,A,BDS001943,,,Azithromycin,Floctil 250 [Azithromycin 250 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Azithromycin Floctil 250 [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_3a819401d637,product,A,BDS001943,,,Azithromycin,Floctil 250 [Azithromycin 250 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Azithromycin Floctil 250 [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_94b92d5347e1,product,A,BDS001943,,,Azithromycin,Floctil 250 [Azithromycin 250 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Azithromycin Floctil 250 [Azithromycin 250 mg.] Thai FDA NDI NLEM SmPC,Azithromycin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_94112ecb19fa,product,A,BDS002201,,,Amoxicillin,Ibiamox 500 mg [Amoxicillin 500 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Amoxicillin Ibiamox 500 mg [Amoxicillin 500 mg.] Thai FDA NDI NLEM SmPC,Amoxicillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_969e450ead21,product,A,BDS002201,,,Amoxicillin,Ibiamox 500 mg [Amoxicillin 500 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Amoxicillin Ibiamox 500 mg [Amoxicillin 500 mg.] Thai FDA NDI NLEM SmPC,Amoxicillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_aa49a0dac3bb,product,A,BDS002201,,,Amoxicillin,Ibiamox 500 mg [Amoxicillin 500 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Amoxicillin Ibiamox 500 mg [Amoxicillin 500 mg.] Thai FDA NDI NLEM SmPC,Amoxicillin capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_95d505c92860,product,A,BDS002447,,,Clarithromycin,Klacid MR 500 mg [Clarithromycin 500 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Clarithromycin Klacid MR 500 mg [Clarithromycin 500 mg.] Thai FDA NDI NLEM SmPC,Clarithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_8c17c760cd2f,product,A,BDS002447,,,Clarithromycin,Klacid MR 500 mg [Clarithromycin 500 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Clarithromycin Klacid MR 500 mg [Clarithromycin 500 mg.] Thai FDA NDI NLEM SmPC,Clarithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_7397282d8003,product,A,BDS002447,,,Clarithromycin,Klacid MR 500 mg [Clarithromycin 500 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Clarithromycin Klacid MR 500 mg [Clarithromycin 500 mg.] Thai FDA NDI NLEM SmPC,Clarithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_ec3a3fae3b27,product,A,BDS002692,,,Cefditoren,Meiact tabslet [Cefditoren 100 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Cefditoren Meiact tabslet [Cefditoren 100 mg.] Thai FDA NDI NLEM SmPC,Cefditoren tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_d412ec9b5d95,product,A,BDS002692,,,Cefditoren,Meiact tabslet [Cefditoren 100 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Cefditoren Meiact tabslet [Cefditoren 100 mg.] Thai FDA NDI NLEM SmPC,Cefditoren tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_e0b7d1af6bda,product,A,BDS002692,,,Cefditoren,Meiact tabslet [Cefditoren 100 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Cefditoren Meiact tabslet [Cefditoren 100 mg.] Thai FDA NDI NLEM SmPC,Cefditoren tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_edbff70648ad,product,A,BDS003078,,,Cefdinir,Omnicef 100 mg [Cefdinir 100 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Cefdinir Omnicef 100 mg [Cefdinir 100 mg.] Thai FDA NDI NLEM SmPC,Cefdinir capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_6381220511bb,product,A,BDS003078,,,Cefdinir,Omnicef 100 mg [Cefdinir 100 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Cefdinir Omnicef 100 mg [Cefdinir 100 mg.] Thai FDA NDI NLEM SmPC,Cefdinir capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_deb261ca91e4,product,A,BDS003078,,,Cefdinir,Omnicef 100 mg [Cefdinir 100 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Cefdinir Omnicef 100 mg [Cefdinir 100 mg.] Thai FDA NDI NLEM SmPC,Cefdinir capsule official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_d44c0e56f933,product,A,BDS008121,,,Erythromycin stearate,Rintacin [Erythromycin stearate 250 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Erythromycin stearate Rintacin [Erythromycin stearate 250 mg.] Thai FDA NDI NLEM SmPC,Erythromycin stearate tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_e21652fbbedf,product,A,BDS008121,,,Erythromycin stearate,Rintacin [Erythromycin stearate 250 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Erythromycin stearate Rintacin [Erythromycin stearate 250 mg.] Thai FDA NDI NLEM SmPC,Erythromycin stearate tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_465200fe5716,product,A,BDS008121,,,Erythromycin stearate,Rintacin [Erythromycin stearate 250 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Erythromycin stearate Rintacin [Erythromycin stearate 250 mg.] Thai FDA NDI NLEM SmPC,Erythromycin stearate tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_c9808ddcdbaa,product,A,BDS003423,,,Roxithromycin,Rothricin 150 mg [Roxithromycin 150 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Roxithromycin Rothricin 150 mg [Roxithromycin 150 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_0a9be103ec99,product,A,BDS003423,,,Roxithromycin,Rothricin 150 mg [Roxithromycin 150 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Roxithromycin Rothricin 150 mg [Roxithromycin 150 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_56960dc3349c,product,A,BDS003423,,,Roxithromycin,Rothricin 150 mg [Roxithromycin 150 mg.],official_label,DailyMed/FDA/eMC/EMA/TGA/Medsafe/Health Canada,"composition, strength, form, route, contraindications, precautions, side effects, interactions, pregnancy/lactation, renal/hepatic cautions",Roxithromycin Rothricin 150 mg [Roxithromycin 150 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_1d2b80f86ac2,product,A,BDS007976,,,Roxithromycin,Roxitop 300 [Roxithromycin 300 mg.],thai_fda_smpc_pil,Thai FDA / Ref. SmPC / Ref. PIL,"Thai product registration, strength, form, route, label cautions",Roxithromycin Roxitop 300 [Roxithromycin 300 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
longsrc_c4a5a5099da1,product,A,BDS007976,,,Roxithromycin,Roxitop 300 [Roxithromycin 300 mg.],thai_ndi_nlem,Thai NDI / NLEM,Thailand formulary or national-list status and local medicine context,Roxithromycin Roxitop 300 [Roxithromycin 300 mg.] Thai FDA NDI NLEM SmPC,Roxithromycin tablet official label contraindications adverse reactions interactions,product metadata/safety; not enough alone for disease regimen,queued
