row_type,row_id,product_id,generic_name,disease_key,current_status,missing_fields,next_action
product,BDS040078,BDS040078,Amoxicillin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002692,BDS002692,Cefditoren,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003078,BDS003078,Cefdinir,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008121,BDS008121,Erythromycin stearate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003423,BDS003423,Roxithromycin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007976,BDS007976,Roxithromycin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003428,BDS003428,Roxithromycin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007007,BDS007007,Amoxicillin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS049776,BDS049776,Azithromycin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040614,BDS040614,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007047,BDS007047,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007041,BDS007041,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS046505,BDS046505,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003109,BDS003109,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003595,BDS003595,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003764,BDS003764,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003748,BDS003748,Paracetamol,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001010,BDS001010,Desloratadine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040029,BDS040029,Cetirizine dihydrochloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007702,BDS007702,Hydroxyzine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040033,BDS040033,Loratadine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040028,BDS040028,Desloratadine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS040630,BDS040630,Bilastine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS041454,BDS041454,Micronized Loratadine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS041510,BDS041510,Loratadine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS041499,BDS041499,Micronized loratadine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001978,BDS001978,Fexofenadine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001953,BDS001953,Fexofenadine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007975,BDS007975,Fexofenadine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007145,BDS007145,Chlorpheniramine Maleate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008701,BDS008701,Hydroxyzine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS044553,BDS044553,Levocetirizine dihydrochloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS006046,BDS006046,Loratadine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008241,BDS008241,Cyproheptadine HCI,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003427,BDS003427,Montelukast Sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS044924,BDS044924,Montelukast,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS045630,BDS045630,Brompheniramine Maleate + Phenylephrine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS047430,BDS047430,Brompheniramine Maleate + Phenylephrine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003511,BDS003511,Montelukast Sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS047722,BDS047722,Montelukast Sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS047643,BDS047643,Montelukast Sodium,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003575,BDS003575,Brompheniramine Maleate + Phenylephrine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008481,BDS008481,Doxylamine Succinate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003562,BDS003562,Chlorpheniramine maleate + Phenylephrine hydrochloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003747,BDS003747,Fexofenadine HCl,,metadata_source_linked,,review existing label source
product,BDS003769,BDS003769,Fexofenadine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS049255,BDS049255,Fexofenadine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS049254,BDS049254,Fexofenadine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004130,BDS004130,Levocetirizine dihydrochloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007691,BDS007691,Ketotifen,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004224,BDS004224,Cetirizine dihydrochloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS049778,BDS049778,Cetirizine dihydrochloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004213,BDS004213,Cetirizine dihydrochloride,,metadata_source_linked,,review existing label source
product,BDS008754,BDS008754,Cetirizine dihydrochloride,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001008,BDS001008,Chlorpheniramine Maleate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS041504,BDS041504,Chlorpheniramine Maleate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001255,BDS001255,Bromhexine HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008141,BDS008141,Carbocysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001531,BDS001531,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS043123,BDS043123,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS043124,BDS043124,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001937,BDS001937,Carbocysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS043121,BDS043121,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001936,BDS001936,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001909,BDS001909,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002574,BDS002574,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002655,BDS002655,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002640,BDS002640,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008135,BDS008135,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002643,BDS002643,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002639,BDS002639,Ambroxol HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002901,BDS002901,Acetylcysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003694,BDS003694,Carbocysteine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001664,BDS001664,Bisacodyl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001715,BDS001715,Lactulose,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001837,BDS001837,Bisacodyl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001842,BDS001842,Macrogol 4000 + Saccharin sodium + Orange-grapefruit flavour,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003505,BDS003505,Ispaghula Husk,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002128,BDS002128,Lactulose + Galactose + Lactose,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008461,BDS008461,Magnesium Hydroxide,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002697,BDS002697,Ispaghula Husk,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002699,BDS002699,Ispaghula Husk,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003611,BDS003611,Sennoside,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003613,BDS003613,Sennoside B,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS004866,BDS004866,Saccharin + Amyl Acetate + Alcohol + Castor Oil,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002214,BDS002214,Loperamide HCl,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS008703,BDS008703,Loperamide,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001036,BDS001036,Alginic acid + Aluminium hydroxide gel + Magnesium carbonate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001051,BDS001051,Aluminium Hydroxide + Magnesium Trisilicate + Kaolin,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002030,BDS002030,Bismuth Subsalicylate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002011,BDS002011,Sodium alginate + Sodium bicarbonate + Calcium carbonate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002015,BDS002015,Sodium alginate + Sodium bicarbonate + Calcium Carbonate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS044334,BDS044334,AHMC Type F-MA II ( Aluminum Hydroxide + Magnesium Carbonate ) + Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS044908,BDS044908,Calcium Carbonate + Simethicone,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003903,BDS003903,Sucralfate,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS001466,BDS001466,Pantoprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS007108,BDS007108,Omeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002629,BDS002629,Omeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003417,BDS003417,Rebamipide,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002898,BDS002898,Esomeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS002903,BDS002903,Esomeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS045613,BDS045613,Omeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003065,BDS003065,Omeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS006714,BDS006714,Omeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003138,BDS003138,Rabeprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003110,BDS003110,Lansoprazole,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS047441,BDS047441,Rabeprazole Sandoz,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
product,BDS003527,BDS003527,Cimetidine,,source_missing_hide_from_rx,product_label_or_thai_registration; contraindications; side_effects; interactions; pregnancy_lactation; renal_hepatic_cautions,acquire Thai FDA/NDI or official label source and extract product safety metadata
