allergy_alternative,antibiotic_gate_id,antibiotic_gate_ready,avoid_if,bacterial_criteria_required,criteria_text,disease_key,duration_rule,final_antibiotic_status,gate_logic,generic_name,line_of_therapy,major_interactions,not_for_viral_use,pediatric_caution,pregnancy_caution,product_id,renal_caution,source_ids,accredited_source_status,missing_accredited_fields,next_action
,abx_8be4fccd4d94,False,,True,,impetigo_localized_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 500 mg.,SWAP1,,False,,,BDS002201,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_ebe49884500e,False,,True,,impetigo_localized_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,RX1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_ea3df33a1d0f,False,,True,,impetigo_localized_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 500 mg.,SWAP1,,False,,,BDS002201,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_b2b9348fc3d5,False,,True,,impetigo_localized_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,RX1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_8de378b439cc,False,,True,,impetigo_localized_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 500 mg.,SWAP1,,False,,,BDS002201,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_21b75d815fa9,False,,True,,minor_wound_care_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,RX2,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_ff23a211925b,False,,True,,minor_wound_care_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,RX2,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_027f67cb3b3f,False,,True,,minor_wound_care_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,RX2,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_458cddcad811,False,,True,,superficial_abrasion_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,SWAP1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_bd861053c95a,False,,True,,superficial_abrasion_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,SWAP1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_80371d6d4c4e,False,,True,,superficial_abrasion_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,SWAP1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_cffd337c2ab6,False,,True,,minor_cut_wound_care_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,SWAP1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_05cae48a3bef,False,,True,,minor_cut_wound_care_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,SWAP1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_398e549cfaa8,False,,True,,minor_cut_wound_care_adult,5 days,source_missing_hide_from_rx,,Gentamicin 1 mg./1 g.,SWAP1,,False,,,BDS002003,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_bfa2cf005028,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,Chloramphenicol 5 mg./1 ml.,RX1,,False,,,BDS001437,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_3996fb737913,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_56b6b4a5361b,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",SWAP2,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_108df9948b1c,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,Chloramphenicol 5 mg./1 ml.,RX1,,False,,,BDS001437,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_5db72d6a5617,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_896ddf013024,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",SWAP2,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_e88cb2cbf09a,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,Chloramphenicol 5 mg./1 ml.,RX1,,False,,,BDS001437,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_78b74d10b488,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_353aa6054e8a,False,,True,,bacterial_conjunctivitis_adult,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",SWAP2,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_0467e09c095d,False,,True,,bacterial_conjunctivitis_peds,5 days,source_missing_hide_from_rx,,Chloramphenicol 5 mg./1 ml.,RX1,,False,,,BDS001437,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_47c5ec7689e4,False,,True,,bacterial_conjunctivitis_peds,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_2c2410a58859,False,,True,,bacterial_conjunctivitis_peds,5 days,source_missing_hide_from_rx,,Chloramphenicol 5 mg./1 ml.,RX1,,False,,,BDS001437,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_6f76e067ba6c,False,,True,,bacterial_conjunctivitis_peds,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_e2711faf6839,False,,True,,bacterial_conjunctivitis_peds,5 days,source_missing_hide_from_rx,,Chloramphenicol 5 mg./1 ml.,RX1,,False,,,BDS001437,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_bf09620b2ac4,False,,True,,bacterial_conjunctivitis_peds,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_73115148f322,False,,True,,bacterial_eyelid_infection_adult,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",RX1,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_cce5f7ce0b9b,False,,True,,bacterial_eyelid_infection_adult,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_a522ddbb338d,False,,True,,bacterial_eyelid_infection_adult,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",RX1,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_3e432de33c37,False,,True,,bacterial_eyelid_infection_adult,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_87ba408141be,False,,True,,bacterial_eyelid_infection_adult,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",RX1,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_c4bd4b0ade1a,False,,True,,bacterial_eyelid_infection_adult,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_24179a739f7d,False,,True,,bacterial_eyelid_infection_peds,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",RX1,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_90aae75715d9,False,,True,,bacterial_eyelid_infection_peds,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_d0eb82ae5ce8,False,,True,,bacterial_eyelid_infection_peds,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",RX1,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_115f272c57b1,False,,True,,bacterial_eyelid_infection_peds,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_bc4c233de7e0,False,,True,,bacterial_eyelid_infection_peds,5 days,source_missing_hide_from_rx,,"Oxytetracycline HCl 5 mg.+Polymyxin B Sulfate 10,000 units/1 g.",RX1,,False,,,BDS003721,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_bfb01e690c74,False,,True,,bacterial_eyelid_infection_peds,5 days,source_missing_hide_from_rx,,Fusidic acid 10 mg.+Preservative (Benzalkonium chloride 0.1%)/ 1 g.,SWAP1,,False,,,BDS001847,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_b4bf50a227a9,False,,True,,bacterial_sinusitis_peds,5 days,source_missing_hide_from_rx,,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,RX1,,False,,,BDS001047,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_e03a83dde80f,False,,True,,bacterial_sinusitis_peds,5 days,source_missing_hide_from_rx,,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,RX1,,False,,,BDS001047,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_f36f7ed185ea,False,,True,,bacterial_sinusitis_peds,5 days,source_missing_hide_from_rx,,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,RX1,,False,,,BDS001047,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_4d0673b01cf9,False,,True,,bacterial_pharyngitis_peds,5 days,source_missing_hide_from_rx,,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,RX1,,False,,,BDS001046,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_69cbf92c0f78,False,,True,,bacterial_pharyngitis_peds,5 days,source_missing_hide_from_rx,,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,RX1,,False,,,BDS001046,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_96cc8cc0ead3,False,,True,,bacterial_pharyngitis_peds,5 days,source_missing_hide_from_rx,,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,RX1,,False,,,BDS001046,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_362130f6f781,False,,True,,macrolide_respiratory_bacterial_adult,5 days,source_missing_hide_from_rx,,Roxithromycin 150 mg.,RX1,,False,,,BDS007066,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_28b5dbc21032,False,,True,,macrolide_respiratory_bacterial_adult,5 days,source_missing_hide_from_rx,,Roxithromycin 150 mg.,RX1,,False,,,BDS007066,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_361604353b55,False,,True,,macrolide_respiratory_bacterial_adult,5 days,source_missing_hide_from_rx,,Roxithromycin 150 mg.,RX1,,False,,,BDS007066,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_750a31b4c932,False,,True,,dental_infection_support_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,RX1,,False,,,BDS001103,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_bd49e675dec2,False,,True,,dental_infection_support_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,RX1,,False,,,BDS001103,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_61bffb42e726,False,,True,,dental_infection_support_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,RX1,,False,,,BDS001103,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_6c9719aff46f,False,,True,,infected_insect_bite_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 500 mg.,RX1,,False,,,BDS002201,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_0b2339b326a3,False,,True,,infected_insect_bite_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 500 mg.,RX1,,False,,,BDS002201,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
,abx_da2bdcf2a038,False,,True,,infected_insect_bite_adult,5 days,source_missing_hide_from_rx,,Amoxicillin 500 mg.,RX1,,False,,,BDS002201,,,blocked_pending_antibiotic_criteria_source,bacterial criteria; drug choice; dose; duration; gate logic; safety citation,retrieve RDU/AWaRe/NICE/IDSA/Thai guideline with exact disease criteria and dosing
